CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,Status,Low Cost Textbook,Capacity,Enrolled,Instructor Type,Term
9442,COMP 131,1,Applied Music: Composition,1,APPL,Lab,,-,To Be Arranged ,Max Tfirn,-1,CLOSED,,0,1,Full Time,Spring Semester 2022
4015,ACCT 302,ON1,Intermediate Accounting II,3,,Lec,MTWR,1000-1230,Synchronous Online Course ,Jonathan Kugel,13,OPEN,,19,6,Full Time,Summer Term II 2026
9364,MKTG 310,1,Interactive Marketing,3,,Ind,,-,To Be Arranged ,Dae-Hee Kim,-2,CLOSED,,0,2,Full Time,Fall Semester 2021
9364,MKTG 310,1,Consumer Behavior,3,,Ind,,-,To Be Arranged ,Dae-Hee Kim,-2,CLOSED,,0,2,Full Time,Fall Semester 2021
9430,CYBR 499,2,Independent Study,1,,Ind,,-,To Be Arranged ,Michael Lapke,-1,CLOSED,,0,1,Full Time,Fall Semester 2023
8031,BIOL 211,3,Principles of Biology I,3,,Lec,TR,1100-1215,Forbes Hall 2070D,Gwynne Brown,2,OPEN,,48,46,Full Time,Spring Semester 2025
8838,PSYC 406,1,Sensation and Perception,3,,Lec,TR,0930-1045,Forbes Hall 2070D,Olga Lipatova,1,OPEN,,38,37,Full Time,Spring Semester 2023
9086,PSYC 320,1,Psychology of Gender,3,"XAMS, XPSY",Lec,R,1800-2045,Forbes Hall 2015,Angie Roberts,24,OPEN,,40,16,Adjunct,Fall Semester 2024
8859,MUSC 314,1,Princ of Choral Conducting,3,LETR,Lec,MWF,0900-0950,Ferguson Center for the Arts A183,John Irving,11,OPEN,,12,1,Full Time,Fall Semester 2020
8062,CPSC 430,1,Simulation Modeling,3,PROF,Lec,TR,1930-2045,Joseph W. Luter III Hall 258,Lonnie Cheney,12,OPEN,,23,11,Adjunct,Fall Semester 2021
8062,CPSC 430,1,Simulation Modeling,3,PROF,Lec,TR,1930-2045,Joseph W. Luter III Hall 258,Lonnie Cheney,12,OPEN,,23,11,Full Time,Fall Semester 2021
8898,PSYC 336,1,"Death, Dying, & Bereavement",3,,Lec,M,1800-2045,Forbes Hall 2070A,Sherman Lee,-1,CLOSED,,35,36,Full Time,Spring Semester 2022
8834,ENGL 380,1,Film and Literature,3,"FILM, LETR",Lec,MWF,1000-1050,Lewis McMurran Hall 164,Margarita Marinova,1,OPEN,,25,24,Full Time,Fall Semester 2021
9142,ENGL 256,1,Introduction to Film Studies,3,AICE,Lec,W,1800-2045,Lewis McMurran Hall 312,Jim Anklam,0,CLOSED,,25,25,Adjunct,Fall Semester 2022
8964,FNAR 201,1,World Art in Context I,3,"AICE, LETR, XFAH",Lec,MWF,1000-1050,Torggler Fine Arts Center 102,Kelly O'Connor-Salomon,12,OPEN,,49,37,Adjunct,Spring Semester 2022
8712,PHIL 205,1,The Anatomy of Thought,3,"AIIF, LETR, LLFR, XPRS",Lec,TR,1500-1615,Lewis McMurran Hall 101,Eric Silverman,32,OPEN,,99,67,Full Time,Spring Semester 2025
9096,RSTD 261,1,Hebrew Bible (Old Testament),3,AIWT,Lec,TR,1330-1445,Lewis McMurran Hall 316,Vered Sakal,9,OPEN,,24,15,Full Time,Fall Semester 2025
2072,BIOL 113,ON1,Topics in Medicine and Health,3,"AINW, XNAT",Lec,,-,Asynchronous Online Course ,Lisa Webb,1,OPEN,,24,23,Full Time,May Term 2024
8813,PHYS 151,1,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,MW,1800-1915,Joseph W. Luter III Hall 121,Alberto Accardi,43,OPEN,,100,57,Full Time,Fall Semester 2025
8607,HONR 020,2,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,0,CLOSED,,0,0,Full Time,Spring Semester 2027
8562,FNAR 201,1,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1630-1745,Ferguson Center for the Arts 201,Ryan Peck,2,OPEN,,28,26,Adjunct,Spring Semester 2021
8663,PSYC 315,1,Psychology-Abnormal Behavior,3,,Lec,TR,0930-1045,Forbes Hall 2074,Michelle Lange,2,OPEN,,45,43,Full Time,Spring Semester 2024
8406,SOCL 314,2,"Education, Culture and Society",3,,Lec,TR,1100-1215,Torggler Fine Arts Center 205,Jane Rochmes,3,OPEN,,24,21,Full Time,Spring Semester 2022
8558,BIOL 315L,1,Human Anatmy/Physiology II Lab,1,LOW,Lab,T,1330-1720,Forbes Hall 2056,Harold Grau,12,OPEN,YES,24,12,Full Time,Spring Semester 2024
8010,FNAR 117,2,3D Design,3,,Stu,TR,1400-1620,Torggler Fine Arts Center 119,Greg Henry,5,OPEN,,17,12,Full Time,Fall Semester 2024
8576,FNAR 201,2C,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1330-1445,Torggler Fine Arts Center 205,Kelly O'Connor-Salomon,1,OPEN,,19,18,Adjunct,Fall Semester 2022
8260,PHYS 151,3,College Physics I,3,"AINW, GE, NSCI, SCIE, XNAT",Lec,MW,1800-1915,Joseph W. Luter III Hall 121,Martin McHugh,31,OPEN,,95,64,Adjunct,Fall Semester 2022
8942,SOCL 340,1,Statistics for Social Research,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 157,Andrew Baird,0,CLOSED,,19,19,Full Time,Fall Semester 2021
9259,CPSC 110,1,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MW,1600-1715,Joseph W. Luter III Hall 322,Kimberly Davis,4,OPEN,,36,32,Adjunct,Fall Semester 2025
8143,BUSN 101,1,Introduction to Business,3,,Lec,TR,0800-0915, ,Lani Faith Gacula,30,OPEN,,30,0,Full Time,Spring Semester 2027
9222,IDST 491,1,Internship in Sustainability,1,,Int,,-,To Be Arranged ,Linda Manning,-2,CLOSED,,0,2,Full Time,Spring Semester 2026
9355,MATH 499,1,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,Michelle Dobrescu,-5,CLOSED,,0,5,Full Time,Spring Semester 2026
8479,ENVS 505,1,Technical & Scientific Writing,3,,Lec,M,1730-2020,Forbes Hall ,Rob Atkinson,15,OPEN,,15,0,Full Time,Spring Semester 2027
8067,CPEN 431,1,Computer Engineering Design,3,,Lec,MW,1000-1115,Ferguson Center for the Arts 208,Dali Wang,1,OPEN,,17,16,Full Time,Fall Semester 2020
9070,ITAL 102,2,Beginning Italian II,3,"FLAN, GE, OR",Lec,MWF,1100-1150,Lewis McMurran Hall 362,Valentina Sorbera,2,OPEN,,15,13,Adjunct,Spring Semester 2022
8553,FNAR 373,1,Italian Renaissance Art,3,"AICE, LETR, XFAH",Lec,TR,1330-1445,Paul & Rosemary Trible Library 2309,Michelle Erhardt,0,CLOSED,,19,19,Full Time,Spring Semester 2021
8222,CHIN 102,1,Beginning Chinese II,3,,Lec,MWF,1000-1050,Lewis McMurran Hall 200B,Jing Li,3,OPEN,,15,12,Adjunct,Spring Semester 2026
8836,MUSC 107,1,Opera CNU,1,"GE, OR",Lab,MWF,1500-1700,Ferguson Center for the Arts T132,John McGuire,22,OPEN,,29,7,Full Time,Fall Semester 2020
9161,BIOL 211,3M,Principles of Biology I,3,,Lec,MWF,1300-1350,Freeman Center T113,Jessica Burket,5,OPEN,,48,43,Full Time,Fall Semester 2020
8232,CHEM 570,1,Advanced Organic Chemistry,3,,Lec,TR,0930-1045,Forbes Hall ,Jeff Carney,4,OPEN,,4,0,Full Time,Spring Semester 2027
8718,MKTG 310,1,Consumer Behavior,3,,Lec,TR,0930-1045,Lewis McMurran Hall 164,Dae-Hee Kim,-1,CLOSED,,21,22,Full Time,Spring Semester 2026
8193,THEA 210,2,The Dramatic Impulse,3,"AICE, HUMN, LETR, XTHE",Lec,TR,1100-1215,Ferguson Center for the Arts 221,Ryan Bible,0,CLOSED,,26,26,Full Time,Spring Semester 2023
9091,HONR 030,2,Third Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,4,OPEN,,49,45,Full Time,Fall Semester 2024
9047,MKTG 310,2,Consumer Behavior,3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 142,Dae-Hee Kim,-2,CLOSED,,23,25,Full Time,Spring Semester 2024
8497,HONR 020,3,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,29,OPEN,,49,20,Full Time,Spring Semester 2025
8322,ENGL 326,1,WI: Writing about Environment,3,WI,Lec,TR,0930-1045,Lewis McMurran Hall 212,Andrew Rose,0,CLOSED,,19,19,Full Time,Spring Semester 2023
9421,MATH 499,5,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,Edward Brash,-1,CLOSED,,0,1,Full Time,Spring Semester 2021
8662,HONR 020,2,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,0,CLOSED,,49,49,Full Time,Spring Semester 2021
8006,BIOL 211,2M,Principles of Biology I,3,,Lec,MWF,1300-1350,Forbes Hall 2070D,Jessica Burket,2,OPEN,,48,46,Full Time,Fall Semester 2025
9274,SOCL 314,2,"Education, Culture and Society",3,,Lec,TR,1500-1615,Paul & Rosemary Trible Library 1210,Jane Rochmes,0,CLOSED,,19,19,Full Time,Spring Semester 2024
9296,MATH 499,1,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,Charles Samuels,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
8614,HONR 310,2,300-Level Seminar,3,HON,Lec,TR,1100-1215,Lewis McMurran Hall ,Vered Sakal,0,CLOSED,,0,0,Full Time,Spring Semester 2027
8556,FNAR 117,ON2,3D Design,3,,Lab,MW,1400-1620,Synchronous Online Course ,Greg Henry,3,OPEN,,15,12,Full Time,Spring Semester 2021
8822,MKTG 310,ON2,Interactive Marketing,3,,Lec,MWF,1100-1150,Synchronous Online Course ,Dae-Hee Kim,-3,CLOSED,,26,29,Full Time,Spring Semester 2021
8117,CHEM 104,1,Introductory Chemistry II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,MWF,0800-0850,Forbes Hall 2070E,Lisa Webb,0,CLOSED,,48,48,Full Time,Spring Semester 2025
8839,RSTD 212,2R,Religions of the West,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,MW,1600-1715,Lewis McMurran Hall 364,Steve Strehle,2,OPEN,,18,16,Full Time,Fall Semester 2022
8292,HONR 020,ON1,Second Year Activities,0,HON,Fie,,-,To Be Arranged ,Jay Paul,0,CLOSED,,49,49,Full Time,Fall Semester 2020
8215,CPSC 360,1,Programming Language Concepts,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 258,Roberto Flores,5,OPEN,,33,28,Full Time,Fall Semester 2022
3028,PSYC 315,ON1,Psychopathology,3,,Lec,MTWRF,1000-1230,Synchronous Online Course ,Earl Riggins,31,OPEN,,35,4,Full Time,Summer Term 1 2024
8695,MATH 131,1,Math for the Life Sciences,3,"LLF, LLFM",Lec,MWF,1000-1050,Joseph W. Luter III Hall ,Brian Bradie,29,OPEN,,29,0,Full Time,Spring Semester 2027
9149,AMST 395,1,Special Topics,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 207,Frank Garmon,2,OPEN,,23,21,Full Time,Fall Semester 2024
8415,FNAR 201,2,World Art in Context I,3,"AICE, LETR, XFAH",Lec,TR,1100-1215,Torggler Fine Arts Center 102,Rebecca Wolff,4,OPEN,,45,41,Full Time,Spring Semester 2025
9226,PERC 233,1,Applied Music: Percussion,2,APPL,Lab,,-,To Be Arranged ,Scott Amman,-1,CLOSED,,0,1,Adjunct,Fall Semester 2024
8059,CPSC 360,1,Programming Language Concepts,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 258,Roberto Flores,5,OPEN,,33,28,Full Time,Fall Semester 2021
8367,ANTH 325,2,Food and Culture,3,"AIGM, XSOC",Lec,MW,1800-1915,Joseph W. Luter III Hall 167,Andria Timmer,0,CLOSED,,9,9,Full Time,Spring Semester 2022
8158,PSYC 315,1,Psychopathology,3,,Lec,TR,0930-1045,Forbes Hall 2074,Michelle Lange,4,OPEN,,45,41,Full Time,Fall Semester 2021
8660,FNAR 205,2,Digital Photography,3,AICE,Stu,TR,1400-1620,Torggler Fine Arts Center 219,Kristin Kiser,0,CLOSED,,16,16,Full Time,Fall Semester 2023
8278,COMM 335,1,Rhetoric and Politics,3,"CMPH, LOW",Lec,MWF,1400-1450,Joseph W. Luter III Hall 363,Scott Smith,3,OPEN,YES,24,21,Full Time,Fall Semester 2026
8693,ITAL 102,1,Beginning Italian II,3,"FLAN, GE, OR",Lec,MWF,1500-1550,Lewis McMurran Hall 360,Maria Rodilosso,7,OPEN,,19,12,,Spring Semester 2023
2045,SOCL 314,ON1,"Education, Culture and Society",3,LOW,Lec,,-,Asynchronous Online Course ,Linda Waldron,-1,CLOSED,YES,12,13,Full Time,May Term 2024
8336,CPSC 110,6M,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1300-1350,Joseph W. Luter III Hall 258,Kimberly Davis,2,OPEN,,48,46,Full Time,Fall Semester 2024
8012,CPSC 110,5M,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1300-1350,Joseph W. Luter III Hall 258,Kimberly Davis,2,OPEN,,44,42,Full Time,Fall Semester 2021
9338,MATH 499,3,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,Matthew Morena,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
9260,CPSC 360,2,Programming Language Concepts,3,,Lec,MWF,0900-0950,Joseph W. Luter III Hall 258,Roberto Flores,2,OPEN,,22,20,Full Time,Spring Semester 2026
8542,GEOG 350,1,GIS for the Social Sciences,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall ,Johnny Finn,15,OPEN,,15,0,Full Time,Spring Semester 2027
8069,BIOL 300,1,Biostats-Statstcl App Life Sci,3,,Lec,TR,0800-0915,Forbes Hall 2090,Drew Velkey,-1,CLOSED,,15,16,Full Time,Fall Semester 2022
8683,CPEN 431,1,Computer Engineering Design,3,,Lec,TR,1500-1615,Joseph W. Luter III Hall 204,David Conner,15,OPEN,,24,9,Full Time,Fall Semester 2023
9172,BASN 432,1,Applied Music: Bassoon,1,APPL,Lec,,-,To Be Arranged ,David Savige,-1,CLOSED,,0,1,Adjunct,Spring Semester 2026
8481,HIST 347,1,Atlntc Wrld Encountr 1400-1700,3,"LETR, LOW, OTHR",Lec,MWF,1300-1350,Lewis McMurran Hall 216,Bill Connell,2,OPEN,YES,19,17,Full Time,Spring Semester 2025
8020,CPSC 110,ON3,Introduction to Computing,3,"AIIF, GE, LLFR, XPCE",Lec,MW,2100-2215,Synchronous Online Course ,Kenneth Hawkins,14,OPEN,,49,35,Adjunct,Fall Semester 2020
8189,CHEM 443,1,Atmospheric Chemistry,3,,Lec,MWF,1000-1050,Forbes Hall 2070E,Joshua Patterson,36,OPEN,,43,7,Full Time,Fall Semester 2023
9364,CHEM 104,2,Introductory Chemistry II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,MWF,1000-1050,Forbes Hall 2070D,CNU Staff,0,CLOSED,,0,0,,Fall Semester 2026
8746,MLSC 202,1,Foundat of Tactical Leadership,2,,Lec,TR,0930-1045,Lewis McMurran Hall ,Andrew Futscher,15,OPEN,,15,0,,Spring Semester 2027
8332,CPSC 420,2,Algorithms,3,PROF,Lec,MW,1800-1915,Joseph W. Luter III Hall ,Scott McElfresh,24,OPEN,,24,0,Full Time,Spring Semester 2027
8091,BIOL 419,1,Exercise Physiology,3,,Lec,TR,1100-1215,Forbes Hall 2090,Zidong Li,5,OPEN,,24,19,Full Time,Fall Semester 2023
9072,ENGL 295,1,Special Topics,3,LETR,Lec,MW,1600-1715,Lewis McMurran Hall 114,John Nichols,1,OPEN,,10,9,Full Time,Spring Semester 2025
8748,MUSC 135,1,Music Fundamentals,1,LOW,Lec,M,1100-1150,Ferguson Center for the Arts 207,Kenneth Drefke,3,OPEN,YES,24,21,Adjunct,Fall Semester 2025
8561,SOWK 301L,1,Prac I Lab and Jr Field Inst,2,,Lab,TR,0930-1215,Paul & Rosemary Trible Library 208,Jill Russett,6,OPEN,,29,23,Adjunct,Fall Semester 2022
8517,FNAR 117,1,3D Design,3,LOW,Stu,MW,1030-1250,Torggler Fine Arts Center 119,Jacob Lahah,0,CLOSED,YES,16,16,Adjunct,Fall Semester 2026
8519,FNAR 534,1,Theory & Practice of Art Educ,3,,Lec,W,1645-1945,To Be Arranged ,Rhiannen Sears,0,CLOSED,,0,0,Adjunct,Spring Semester 2027
9017,ENGL 210,1,Introduction to Journalism,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 207,Christopher Harris,10,OPEN,,19,9,Adjunct,Fall Semester 2023
8949,FREN 302,1R,Practical Conversation,3,"LLF, LLFL",Lec,MWF,1000-1050,Lewis McMurran Hall 366,Sharon Larson,5,OPEN,,19,14,Full Time,Fall Semester 2023
9242,TUBA 231,1,Applied Music: Tuba,1,APPL,Lab,,-,To Be Arranged ,Jim Cipriano,-1,CLOSED,,0,1,Adjunct,Fall Semester 2024
9060,ENGL 421,1,Shakespeare,3,LETR,Lec,TR,0930-1045,Lewis McMurran Hall 164,Jessica Apolloni,-2,CLOSED,,25,27,Full Time,Fall Semester 2023
8016,ACCT 302,ON1,Intermediate Accounting II,3,,Lec,TR,1800-1915,Synchronous Online Course ,Abby Brooks,7,OPEN,,38,31,Full Time,Spring Semester 2021
8113,SOCL 340,2,Statistics for Social Research,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall 157,Jaime Harris,-2,CLOSED,,17,19,Full Time,Spring Semester 2023
8974,SOWK 374,1,Substance Use & Addiction,3,,Lec,TR,1330-1445,Forbes Hall 2015,Jill Russett,0,CLOSED,,9,9,Full Time,Fall Semester 2025
8974,SOWK 374,1,Substance Use & Addiction,3,,Lec,TR,1330-1445,Forbes Hall 2015,Jill Russett,0,CLOSED,,9,9,Adjunct,Fall Semester 2025
8781,PHIL 205,1R,The Anatomy of Thought,3,"AIIF, LETR, LLFR, XPRS",Lec,TR,0800-0915,Joseph W. Luter III Hall 121,Lori Underwood,16,OPEN,,78,62,Full Time,Fall Semester 2023
8418,FNAR 205,1,Digital Photography,3,"AICE, LOW",Stu,TR,1400-1620,Torggler Fine Arts Center 219,Kristin Kiser,1,OPEN,YES,16,15,Full Time,Spring Semester 2025
9160,BIOL 211,2M,Principles of Biology I,3,,Lec,MWF,1400-1450,Freeman Center T113,Jessica Burket,0,CLOSED,,18,18,Full Time,Fall Semester 2020
9107,COLL 141,10,Student Success Seminar,1,,Lec,M,1400-1450,Forbes Hall 2014,Jason Carney,-21,CLOSED,,0,21,Full Time,Fall Semester 2026
9250,LDSP 320,ON1,Leadership Through the Ages,3,,Lec,MWF,0900-0950,Synchronous Online Course ,Qingyan Tian,1,OPEN,,21,20,Full Time,Fall Semester 2020
8746,ENGL 421,ON1,Shakespeare,3,LETR,Lec,TR,1500-1615,Synchronous Online Course ,Jessica Apolloni,-1,CLOSED,,29,30,Adjunct,Fall Semester 2020
9039,MGMT 355,1,Management Science,3,,Lec,TR,1100-1215,Joseph W. Luter III Hall 123,Emre Kirac,-7,CLOSED,,25,32,Full Time,Spring Semester 2024
8570,SOCL 340,1,Statistics for Social Research,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 157,Jaime Harris,-4,CLOSED,,17,21,Full Time,Fall Semester 2023
8722,MATH 131,1,Math for the Life Sciences,3,"LLF, LLFM, LOW",Lec,MWF,1000-1050,Joseph W. Luter III Hall 372,Brian Bradie,0,CLOSED,YES,25,25,Full Time,Fall Semester 2026
9316,ENGL 210,1,Introduction to Journalism,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 257,Cynthia Davis,12,OPEN,,19,7,Adjunct,Fall Semester 2022
8550,SOCL 340,1,Statistics for Social Research,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 157,Jaime Harris,-3,CLOSED,,17,20,Full Time,Fall Semester 2022
9414,MATH 499,2,Independent Research,1,"LLF, LLFM",Ind,,-,To Be Arranged ,George Kuster,-4,CLOSED,,0,4,Full Time,Fall Semester 2022
8311,POLS 323,2,American Foreign Policy,3,,Lec,MWF,1200-1250,Lewis McMurran Hall 362,Crystal Shelton,0,CLOSED,,19,19,Full Time,Fall Semester 2022
9333,MUSC 496,1,Vocal Pedagogy,3,LETR,Ind,,-,To Be Arranged ,Rachel Holland,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
8180,CPSC 420,1,Algorithms,3,PROF,Lec,MW,1600-1715,Joseph W. Luter III Hall 264,Scott McElfresh,3,OPEN,,24,21,Full Time,Spring Semester 2023
8482,PSYC 315,1,Psychology-Abnormal Behavior,3,,Lec,TR,0930-1045,Forbes Hall 2074,Earl Riggins,16,OPEN,,45,29,Full Time,Fall Semester 2023
8482,PSYC 315,1,Psychopathology,3,,Lec,TR,0930-1045,Forbes Hall 2074,Earl Riggins,16,OPEN,,45,29,Adjunct,Fall Semester 2023
8354,PSYC 312,1,Educational Psychology,3,,Lec,MW,1800-1915,Ferguson Center for the Arts T132,Meredith Romito,-1,CLOSED,,45,46,Adjunct,Fall Semester 2020
8356,PSYC 312,3,Educational Psychology,3,,Lec,MWF,1500-1550,Joseph W. Luter III Hall 269,Earl Riggins,12,OPEN,,30,18,Adjunct,Fall Semester 2020
8633,ENGL 123,2C,First-Year Writing Seminar,3,"GE, LETR, LLF, LLFW",Lec,MWF,0900-0950,Lewis McMurran Hall 260,Imogene Bunch,0,CLOSED,,17,17,Full Time,Fall Semester 2020
8329,CPSC 150,3,Introduction to Programming,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1300-1350,Joseph W. Luter III Hall 236,Nazli Siasi,1,OPEN,,24,23,Full Time,Spring Semester 2021
9099,RSTD 211,1,Religions of the East,3,"AIGM, GE, HUMN, LETR, XPRS",Lec,MWF,0900-0950,Lewis McMurran Hall 164,Margaret Curtis,1,OPEN,,18,17,Adjunct,Spring Semester 2021
8042,ANTH 203,1,Cultural Anthropology,3,"AIGM, AIII, GE, SSCI, XSOC",Lec,TR,1800-1915,Freeman Center 201,Seth Palmer,0,CLOSED,,35,35,Full Time,Spring Semester 2021
8369,ENGL 223,23,Second-Year Writing Seminar,3,"GE, LLF, LLFW",Lec,TR,1630-1745,Lewis McMurran Hall 262,Nathan Stewart,1,OPEN,,17,16,Adjunct,Fall Semester 2021
9008,FNAR 490,1,WI: Senior Seminar in Art Hist,3,"LETR, WI",Lec,TR,0930-1045,Torggler Fine Arts Center 311,Rebecca Wolff,8,OPEN,,12,4,Full Time,Spring Semester 2022
8110,PHYS 201,3M,University Physics I,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,TR,1330-1445,Joseph W. Luter III Hall 264,Rob Fersch,7,OPEN,,28,21,Full Time,Fall Semester 2021
8025,BIOL 306,1,Environmental Conservation,3,,Lec,MWF,1000-1050,Forbes Hall 2051,Rob Atkinson,0,CLOSED,,24,24,Full Time,Fall Semester 2022
8007,CPEN 498,1,WI:Comput Engnrng Capstone,1,WI,Ind,MWF,1300-1350,Joseph W. Luter III Hall 322,Toni Riedl,17,OPEN,,26,9,Full Time,Fall Semester 2021
8142,CHEM 391,2,WI: Investigating Chemical Lit,3,WI,Lec,MWF,1200-1250,Forbes Hall 1033,Kathryn Cole,9,OPEN,,19,10,Full Time,Fall Semester 2022
9182,LDSP 386,8,Values Leadership,3,,Lec,MWF,1400-1450,Paul & Rosemary Trible Library 1210,Ben Redekop,0,CLOSED,,19,19,Full Time,Fall Semester 2021
9346,PHIL 499,1,Independent Study,1,LETR,Ind,,-,To Be Arranged ,Chris Tweedt,-1,CLOSED,,0,1,Full Time,Fall Semester 2022
9313,VIOL 232,1,Applied Music: Violin,1,APPL,Lab,,-,To Be Arranged ,Jacob Tews,-1,CLOSED,,0,1,Full Time,Spring Semester 2022
8330,ENGL 123,8C,First-Year Writing Seminar,3,"GE, LETR, LLF, LLFW",Lec,MWF,1000-1050,Lewis McMurran Hall 210,Cynthia Davis,0,CLOSED,,17,17,Adjunct,Fall Semester 2021
9254,ECON 320,1,European Integration,3,"AIWT, XLSB",Lec,MW,1930-2045,Forbes Hall 2074,George Zestos,9,OPEN,,26,17,Full Time,Fall Semester 2022
3035,CHEM 121,ON1,General Chemistry I,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,,-,Asynchronous Online Course ,Andrew Higgs,21,OPEN,,48,27,Full Time,Summer Term 1 2022
9391,ENGL 491,2,Internship in Writing,3,LETR,Int,,-,To Be Arranged ,Mary Wright,-2,CLOSED,,0,2,Full Time,Spring Semester 2022
8379,MATH 140,4M,Calculus and Analytic Geometry,4,"GE, LLF, LLFM, MATH",Lec,MTWRF,1500-1550,Joseph W. Luter III Hall 376,Charles Samuels,6,OPEN,,25,19,Full Time,Fall Semester 2022
8697,CPSC 150,5R,Introduction to Programming,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,1400-1450,Joseph W. Luter III Hall 236,Mohammad Almalag,-3,CLOSED,,26,29,Full Time,Fall Semester 2023
8698,CPSC 150,6M,Introduction to Programming,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,0900-0950,Joseph W. Luter III Hall 236,Daniel Belsky,-3,CLOSED,,26,29,Adjunct,Fall Semester 2023
8698,CPSC 150,6M,Introduction to Programming,3,"AIIF, GE, LLFR, XPCE",Lec,MWF,0900-0950,Joseph W. Luter III Hall 236,Daniel Belsky,-3,CLOSED,,26,29,Full Time,Fall Semester 2023
9032,ENGL 223,14,Second-Year Writing Seminar,3,"GE, LLF, LLFW",Lec,TR,0930-1045,Lewis McMurran Hall 212,Anna Teekell,2,OPEN,,19,17,Full Time,Fall Semester 2023
8815,PSYC 301L,1,Research Methods Laboratory,1,,Lab,TR,1330-1445,Forbes Hall 2009,Jeff Gibbons,0,CLOSED,,17,17,Full Time,Spring Semester 2023
8188,DANC 204,1,Ballet I,3,"AICE, LOW",Lec,MW,1100-1215,Ferguson Center for the Arts T177,Jennifer Lent,0,CLOSED,YES,19,19,Adjunct,Spring Semester 2024
8106,BIOL 109L,8,General Biology Laboratory,1,"AINW, GE, NSCI, SCIE, XNAT",Lab,R,2000-2150,Forbes Hall 1027,Adam Lundquist,0,CLOSED,,24,24,Adjunct,Fall Semester 2023
8413,LDSP 442,3,Values & Ethics in Leadership,3,"LDSP, LOW",Lec,MWF,0900-0950,Lewis McMurran Hall 364,Brent Cusher,3,OPEN,YES,24,21,Full Time,Spring Semester 2024
8169,DANC 204,1,Ballet I,3,AICE,Lec,MW,1100-1215,Ferguson Center for the Arts T177,Jennifer Lent,-2,CLOSED,,17,19,Full Time,Spring Semester 2023
8990,RSTD 319,1,Religion and American Identity,3,"AIII, XAMS, XPRS",Lec,MWF,0900-0950,Lewis McMurran Hall 210,Dawn Hutchinson,13,OPEN,,18,5,Full Time,Spring Semester 2023
9412,CPSC 599,1,Independent Study,1,,Ind,,-,To Be Arranged ,David Conner,-1,CLOSED,,0,1,Full Time,Fall Semester 2023
8122,ENGL 223,11,Second-Year Writing Seminar,3,"GE, LLF, LLFW, LOW",Lec,TR,1630-1745,Lewis McMurran Hall 262,Georgepierre Lebron,4,OPEN,YES,22,18,Adjunct,Spring Semester 2024
8113,MATH 140,1M,Calculus and Analytic Geometry,4,"GE, LLF, LLFM, MATH",Lec,MWF,0900-0950,Joseph W. Luter III Hall 376,Neville Fogarty,-6,CLOSED,,25,31,Full Time,Fall Semester 2024
8832,ACCT 201,6,Principles of Accounting I,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall 170,George Walker,-2,CLOSED,,23,25,Full Time,Fall Semester 2024
8838,PSYC 301L,5,Research Methods Laboratory,1,LOW,Lab,MW,1600-1715,Forbes Hall 2090,Sikoya Ashburn,6,OPEN,YES,19,13,Full Time,Spring Semester 2025
